anos,0,1,2,5,10,12,15,18,20,22,25,28,30,40,50,60,70,80,90,100
1991,-4.9327348962252522,-7.4586564626014669,-7.9185535400710201,-8.5073587937159463,-8.5586260003721915,-8.564360448715032,-7.9290574496790196,-7.2131092221000443,-7.0399406594443734,-6.8736584940527932,-6.9011874858620965,-6.8509576899115734,-6.7671040212748759,-6.18777097417144,-5.3978674712639059,-4.6045014459371192,-3.7942020668564176,-2.8097759850344182,-1.6611630093519647,-0.85337410511583434
1992,-4.9664354988587984,-7.5334829009926523,-7.8501477835381577,-8.4682338177162286,-8.565135775424995,-8.6150906547289186,-7.9359639062088894,-7.2059640579555779,-7.0611233037601497,-6.8434839104780387,-6.923257283694376,-6.8645064055141294,-6.7649838341844015,-6.2230069764932123,-5.3886387719169013,-4.607157619436415,-3.9189929444098048,-2.809971108519647,-1.6614001609327489,-0.77036875466046839
1993,-5.002340602067294,-7.5963694423397641,-7.9356641501596394,-8.4394860435545702,-8.581168299424407,-8.5562810524747501,-7.9192466321465016,-7.2511009574908822,-7.0783540726028926,-6.8048140522695562,-6.9137132437918911,-6.8841649386844184,-6.7655240590095191,-6.2142101236705463,-5.3990904802166853,-4.609396812667292,-3.8909698331451095,-2.8200467670443241,-1.6809380221310377,-0.82178765420874866
1994,-5.0407088449235822,-7.674570140650788,-7.9050749779997407,-8.450803224432633,-8.6102520315358522,-8.5657619130648719,-7.9534499582942377,-7.2307102995371819,-7.0895446799056696,-6.7620548181105855,-6.9123549194152671,-6.9041496842611547,-6.7671573264646714,-6.2456218384002824,-5.4408258472812676,-4.618013965475515,-3.8765971419242979,-2.8384952623180544,-1.6764159845549003,-0.85031647482040451
1995,-5.0814590724159086,-7.7294201923730155,-8.0307663288719997,-8.4954359465314315,-8.6452135766828704,-8.6259502490891737,-7.9586941319385609,-7.2623451953240625,-7.0947508908051278,-6.7206497538706689,-6.9312841523653566,-6.917915086080102,-6.7702148619771521,-6.240903194284753,-5.4168475316479956,-4.6345696215603809,-3.9531398983738724,-2.8438075539459238,-1.7179167883209967,-0.87005964979430717
1996,-5.1244676570978935,-7.7845579947852652,-8.0347114864531584,-8.5546046602117283,-8.6795658610975295,-8.620995835682546,-7.9739781125881137,-7.2474840728812895,-7.094357015186822,-6.6864883038557474,-6.9462023576055314,-6.922235335831064,-6.7746668518466615,-6.2687370556799973,-5.4522210093651884,-4.6553178343058939,-3.9558468726844001,-2.8495488644682965,-1.7225270940920383,-0.84343018823841509
1997,-5.1696003603917378,-7.8270258579926208,-8.1733756030006628,-8.6150854550632854,-8.7094248295540222,-8.6636889195918201,-8.0020482089307432,-7.2636718430039409,-7.089073733057349,-6.6652114329281584,-6.9556016734641481,-6.9196692259589865,-6.780458479613988,-6.271004312877503,-5.4698370655803625,-4.673616070453054,-3.9482688790050475,-2.8752884759829214,-1.7476850652367246,-0.90680373388546909
1998,-5.2167335046383139,-7.8643739383779252,-8.1794763358370268,-8.6699700522596981,-8.7337695638291937,-8.7336818922352499,-8.0142912777481605,-7.254267911694579,-7.0798716106284258,-6.6614943788009775,-6.9525348163118048,-6.9173266694257176,-6.7875038986420018,-6.2922893156254336,-5.4571482390036277,-4.6856518029772083,-3.9897061511596701,-2.8993808911696326,-1.7681067843472913,-0.89309133911247995
1999,-5.2657627231758886,-7.8981141872288463,-8.292615809582875,-8.7140428968227592,-8.7537325974543858,-8.7248376043288864,-8.0349793793938087,-7.2621684107849171,-7.067894573041702,-6.678393450411904,-6.9600904186450849,-6.9225185670764047,-6.7956948902457954,-6.3027936865520333,-5.5016333485855968,-4.6934035202183013,-4.0062958566131162,-2.9074651424118869,-1.7596603701270193,-0.89830937999650384
2000,-5.3165995271141631,-7.9312545080113672,-8.2750242644379828,-8.7434408663719143,-8.7714440350527987,-8.7502080401865854,-8.0547670359046322,-7.2567260838557406,-7.0543634907807906,-6.7168407008265287,-6.9713239959361024,-6.9381100915391176,-6.8049086561144012,-6.3163672643071305,-5.5038770252961191,-4.7023662855646542,-4.0111620066705331,-2.9245384201526372,-1.7852072872570124,-0.92642259223965295
2001,-5.3691578170914136,-7.9675375646391,-8.3506492732710527,-8.7587681990716675,-8.7889860567135702,-8.7959441675092638,-8.070969699089888,-7.2612343479800181,-7.0404802136251563,-6.7753569450040558,-6.9817075711384069,-6.9606264786542518,-6.8150143916134045,-6.3344640048673346,-5.5067479073493661,-4.7167608386757589,-4.033336779839539,-2.9549481646059728,-1.7718841063980717,-0.94107876397496526
2002,-5.4233339233022653,-8.0091838449948707,-8.3177067088194896,-8.7665825007187497,-8.8077271639399921,-8.7749622520923385,-8.0897399547762809,-7.2591992834066916,-7.0273414204566231,-6.8500311578429791,-6.9881573883684904,-6.9823510439134919,-6.8258785778914532,-6.3417244774308967,-5.5513714977656345,-4.7364241475631843,-4.0516735189072071,-2.9714564349521364,-1.7896610949147322,-0.93830070915920882
2003,-5.4789846065082655,-8.0575537236151575,-8.3766931113980281,-8.7769712155623498,-8.8281146178453653,-8.7961789713551006,-8.1075156344938257,-7.2631397798513966,-7.0158696677723542,-6.9347850853748865,-6.9934877925683283,-6.9960685852417974,-6.8373690731687091,-6.3643162357397811,-5.5438031344444001,-4.7575289882173344,-4.065079751467561,-2.9783514245670464,-1.7997881840950165,-0.96458783537617299
2004,-5.535907616015697,-8.1121084799955803,-8.3562783833490588,-8.7987964024869729,-8.8498565632039128,-8.8422606108689052,-8.1250384267912583,-7.2641684097395185,-7.0067663886178329,-7.0219091178244408,-7.0017833462403063,-6.9994385506546015,-6.8493581789576528,-6.3691262823388639,-5.5599163942031238,-4.775948235452657,-4.0823535452229516,-3.0006646483387684,-1.8086523513207862,-0.97808541205249266
2005,-5.5938288927759903,-8.170882043946655,-8.4232816604545224,-8.8355917399518926,-8.8723096731864501,-8.8353877341753115,-8.1429363514071884,-7.2688593991214221,-7.00048872918586,-7.1028228241244289,-7.0100714116158072,-6.9962830381079124,-6.8617248967757032,-6.3916664241308743,-5.6025398544450997,-4.7902525738442154,-4.0999792211959738,-3.0267324742086172,-1.8348353159161845,-0.98309230107709433
2006,-5.6523994300042606,-8.230968148655057,-8.4301815121180805,-8.8842474697547171,-8.8948560875785549,-8.8684686142674636,-8.1606397794052121,-7.2725227597045343,-6.9972493992438718,-7.168984863743658,-7.0182065430910709,-6.994089952788288,-6.8743565857552973,-6.3983506186833408,-5.581498124492672,-4.8021621357382358,-4.1166723464896879,-3.0370295645933743,-1.8411991448743483,-1.0015228385256525
2007,-5.7112033327657947,-8.2893785859581293,-8.5077220051837177,-8.936878741091574,-8.9171225053328822,-8.9167876577879071,-8.1783653075468052,-7.2783857722351026,-6.9970364655262243,-7.2128557760292802,-7.0254011265394078,-6.9994107793478584,-6.8871501957782559,-6.4172594326672465,-5.6198400699478679,-4.8146183767022839,-4.1340489777435554,-3.0486200582311564,-1.8613978778556222,-1.016437487429235
2008,-5.769776967679924,-8.3438214881977864,-8.531979273301328,-8.9846963952171421,-8.9390122220000965,-8.915223914631385,-8.1961153698396423,-7.2841063704778346,-6.9996484375399426,-7.2288061598733391,-7.0329581649080417,-7.0140523594083541,-6.900013199440437,-6.4281409756043431,-5.6457314939224696,-4.829394932418702,-4.1518193159997416,-3.0742398177291217,-1.8698345164488959,-1.0251520830456489
2009,-5.8276374926350218,-8.3932292273716307,-8.6043600418547044,-9.0219008146928825,-8.9606135832630276,-8.9456883507872753,-8.2138478333402922,-7.2910984651485364,-7.0047391681282454,-7.2138636734687402,-7.0407031476571387,-7.0343168726481924,-6.9128642926338175,-6.4425765110806648,-5.6202057469005968,-4.8461028110951849,-4.1696400311296626,-3.0945960616368984,-1.878556339590955,-1.0404806891245233
2010,-5.884317714849721,-8.4379009164228815,-8.6278027572256502,-9.0478271804552612,-8.9820767730406601,-8.9840242534820884,-8.2315849198772764,-7.2982689810919767,-7.0118669920018544,-7.1682054712018619,-7.0484781427102563,-7.053548528273013,-6.9256338878275692,-6.4571406951330799,-5.6850935576087052,-4.8630002904529377,-4.1876603592493309,-3.1040894388871525,-1.8899085507960975,-1.0548127057662759
