X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
-7.89658916045562,-7.9147617686981535,-7.932934376940687,-7.95110698518322,-7.969279593425753,-7.987452201668287,-8.00562480991082,-8.023797418153354,-8.041970026395887,-8.06014263463842
-7.5291737056292884,-7.543362355486454,-7.557551005343619,-7.571739655200783,-7.585928305057949,-7.600116954915114,-7.614305604772279,-7.6284942546294445,-7.64268290448661,-7.656871554343774
-7.449010083392488,-7.463171149956835,-7.477332216521184,-7.491493283085531,-7.505654349649879,-7.519815416214226,-7.5339764827785745,-7.548137549342922,-7.562298615907269,-7.576459682471617
-7.361781811903693,-7.37405288924849,-7.386323966593285,-7.398595043938082,-7.4108661212828775,-7.423137198627674,-7.43540827597247,-7.447679353317266,-7.459950430662062,-7.472221508006858
-7.330541550896959,-7.342491698912594,-7.354441846928229,-7.366391994943864,-7.378342142959499,-7.390292290975135,-7.40224243899077,-7.414192587006405,-7.42614273502204,-7.438092883037675
-7.3490860519714785,-7.362587985618506,-7.376089919265534,-7.389591852912562,-7.40309378655959,-7.416595720206618,-7.430097653853646,-7.443599587500674,-7.457101521147702,-7.4706034547947295
-7.363848622955216,-7.378022209223029,-7.392195795490842,-7.406369381758655,-7.420542968026467,-7.43471655429428,-7.448890140562092,-7.463063726829905,-7.477237313097718,-7.491410899365531
-7.394629373284163,-7.409770308221895,-7.424911243159628,-7.4400521780973605,-7.455193113035093,-7.470334047972825,-7.485474982910558,-7.5006159178482905,-7.515756852786023,-7.530897787723755
-7.387270111714055,-7.402535400199193,-7.4178006886843315,-7.43306597716947,-7.448331265654608,-7.463596554139746,-7.478861842624885,-7.494127131110023,-7.509392419595161,-7.5246577080803
-7.352154677572449,-7.366899753065333,-7.381644828558217,-7.396389904051101,-7.411134979543985,-7.425880055036869,-7.440625130529753,-7.4553702060226374,-7.470115281515521,-7.484860357008405
-7.3500043778303885,-7.3651619217978554,-7.380319465765323,-7.395477009732791,-7.410634553700258,-7.425792097667726,-7.440949641635193,-7.456107185602661,-7.471264729570128,-7.486422273537595
-7.342366203561809,-7.357997934549346,-7.373629665536882,-7.389261396524418,-7.404893127511954,-7.4205248584994905,-7.436156589487027,-7.451788320474563,-7.467420051462099,-7.483051782449635
-7.30413455460428,-7.319973726394412,-7.335812898184544,-7.351652069974676,-7.367491241764809,-7.383330413554941,-7.399169585345073,-7.4150087571352055,-7.4308479289253375,-7.44668710071547
-7.256576087979984,-7.27226437447862,-7.287952660977257,-7.303640947475893,-7.319329233974529,-7.335017520473166,-7.350705806971802,-7.366394093470438,-7.3820823799690745,-7.397770666467711
-7.212585701700575,-7.228124424382319,-7.243663147064063,-7.259201869745807,-7.274740592427551,-7.290279315109295,-7.305818037791039,-7.321356760472783,-7.336895483154527,-7.352434205836271
-7.173205846684195,-7.189105058520535,-7.2050042703568735,-7.220903482193213,-7.236802694029552,-7.252701905865892,-7.2686011177022305,-7.284500329538569,-7.300399541374909,-7.316298753211248
-7.110954072943911,-7.126732273233571,-7.142510473523233,-7.158288673812893,-7.174066874102554,-7.189845074392214,-7.205623274681875,-7.221401474971535,-7.2371796752611965,-7.252957875550857
-7.036196667546087,-7.051870646215819,-7.06754462488555,-7.083218603555282,-7.098892582225013,-7.114566560894745,-7.130240539564476,-7.145914518234208,-7.161588496903939,-7.177262475573671
-6.957951940963642,-6.9735611915555085,-6.989170442147376,-7.004779692739243,-7.02038894333111,-7.0359981939229765,-7.051607444514843,-7.06721669510671,-7.082825945698578,-7.098435196290445
-6.858336226658597,-6.873045734360193,-6.887755242061789,-6.902464749763385,-6.917174257464981,-6.931883765166577,-6.9465932728681725,-6.961302780569769,-6.976012288271365,-6.990721795972961
-6.807428020032404,-6.822856828693418,-6.8382856373544305,-6.853714446015444,-6.869143254676457,-6.884572063337471,-6.9000008719984836,-6.915429680659496,-6.93085848932051,-6.946287297981523
